0 0.426973124753186 0.10016794287034815 0.007295634286500478 0.00043522716315785653 4 3
1 0.023559977574482187 0.006332855906987564 0.0004698489953105371 3.104856595939197e-05 9 4
2 0.012250840271475834 0.003875505928142561 4.1158631619539604e-05 9.662067291756414e-06 16 5
3 0.01162664096986179 0.003455729168779233 1.1214125371808519e-05 6.0158575412572874e-06 20 6
4 0.010513574737849973 0.003089219229276557 8.312210696002321e-06 1.747298484807536e-06 21 7
5 0.0057797501346402765 0.001733889499224292 1.8762817907067634e-06 8.350062406289579e-07 27 8
6 0.0033029075598223247 0.0010507565119078945 9.848409246559007e-07 4.54636059420258e-07 30 9
7 0.0027904795225873118 0.0008628477611366271 4.746118728648537e-07 3.133658282926789e-07 33 10
8 0.0017650334377690591 0.0004760236585590786 3.3684380938992817e-07 2.248165454669495e-07 35 11
9 0.0010561959701325318 0.0002721531423069472 2.663129692623029e-07 9.797947289696844e-08 36 12
